ow_temp,ow_humidity,ow_pressure,ow_wind_speed,ow_wind_deg,ow_clouds,ow_pm10,ow_pm2_5,ow_co,ow_no2,ow_so2,ow_o3,aqi_aqicn,city,hour,day,month,weekday,timestamp_utc,temp,humidity,pressure,wind_speed,aqi,pm2_5,pm10,no2,so2,co
29.7,84,996.8,15.5,188,3,157.9,41.7,291.0,16.8,10.0,68.0,117,Karachi,14.0,2.0,6.0,0.0,2025-06-02 14:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.5,85,997.7,15.1,188,15,120.1,35.3,275.0,19.6,9.3,59.0,118,Karachi,15.0,2.0,6.0,0.0,2025-06-02 15:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.3,84,998.4,15.1,192,40,103.6,31.9,260.0,18.3,8.7,58.0,118,Karachi,16.0,2.0,6.0,0.0,2025-06-02 16:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.1,83,998.8,16.2,197,61,92.0,29.4,243.0,14.8,8.2,62.0,119,Karachi,17.0,2.0,6.0,0.0,2025-06-02 17:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.1,80,999.2,16.0,203,76,80.1,27.1,225.0,11.5,7.7,65.0,119,Karachi,18.0,2.0,6.0,0.0,2025-06-02 18:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.0,80,999.2,16.6,210,73,73.1,25.6,202.0,9.1,7.2,66.0,120,Karachi,19.0,2.0,6.0,0.0,2025-06-02 19:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.7,82,998.5,17.5,208,68,69.8,24.8,177.0,7.0,6.8,66.0,120,Karachi,20.0,2.0,6.0,0.0,2025-06-02 20:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.4,85,998.0,15.0,198,45,70.5,24.4,159.0,5.5,6.5,66.0,121,Karachi,21.0,2.0,6.0,0.0,2025-06-02 21:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.1,87,998.0,14.9,193,12,75.7,24.6,148.0,4.8,6.3,66.0,121,Karachi,22.0,2.0,6.0,0.0,2025-06-02 22:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.1,87,998.1,15.3,192,5,77.8,24.5,143.0,4.6,6.2,66.0,122,Karachi,23.0,2.0,6.0,0.0,2025-06-02 23:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.0,88,998.5,14.8,194,2,77.8,24.6,156.0,4.6,6.1,68.0,122,Karachi,0.0,3.0,6.0,1.0,2025-06-03 00:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.3,89,999.0,13.8,204,22,72.2,23.7,203.0,5.7,6.7,69.0,122,Karachi,1.0,3.0,6.0,1.0,2025-06-03 01:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.8,86,999.7,14.9,210,17,74.5,24.5,266.0,7.1,7.6,72.0,122,Karachi,2.0,3.0,6.0,1.0,2025-06-03 02:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.6,80,1000.1,15.8,215,18,92.0,26.7,304.0,7.7,8.4,76.0,121,Karachi,3.0,3.0,6.0,1.0,2025-06-03 03:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.5,74,1000.3,16.2,218,27,102.2,28.0,290.0,6.6,9.1,84.0,120,Karachi,4.0,3.0,6.0,1.0,2025-06-03 04:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.3,68,1000.4,16.7,218,61,105.9,28.4,251.0,4.7,9.7,95.0,118,Karachi,5.0,3.0,6.0,1.0,2025-06-03 05:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.7,67,1000.3,17.3,216,79,104.8,28.3,222.0,3.2,10.2,103.0,114,Karachi,6.0,3.0,6.0,1.0,2025-06-03 06:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.0,67,1000.1,18.4,215,74,101.7,28.1,215.0,2.7,10.5,107.0,110,Karachi,7.0,3.0,6.0,1.0,2025-06-03 07:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.2,67,999.5,18.0,212,86,101.7,28.5,218.0,2.7,10.6,109.0,105,Karachi,8.0,3.0,6.0,1.0,2025-06-03 08:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.2,67,998.7,17.7,210,67,103.6,29.4,229.0,3.1,10.8,110.0,100,Karachi,9.0,3.0,6.0,1.0,2025-06-03 09:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.0,68,998.2,17.3,209,87,103.1,29.9,253.0,3.8,11.3,110.0,96,Karachi,10.0,3.0,6.0,1.0,2025-06-03 10:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.7,70,998.0,16.3,208,4,100.8,30.2,286.0,4.9,11.8,108.0,93,Karachi,11.0,3.0,6.0,1.0,2025-06-03 11:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.2,72,997.7,15.1,207,40,137.4,39.1,311.0,6.9,12.4,100.0,89,Karachi,12.0,3.0,6.0,1.0,2025-06-03 12:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.4,77,998.2,14.9,201,1,119.7,38.1,322.0,11.4,12.1,90.0,88,Karachi,13.0,3.0,6.0,1.0,2025-06-03 13:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.6,82,998.7,15.5,195,1,98.3,36.8,325.0,17.4,11.7,76.0,86,Karachi,14.0,3.0,6.0,1.0,2025-06-03 14:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.0,87,999.1,15.0,191,1,83.8,36.6,322.0,21.1,11.2,67.0,86,Karachi,15.0,3.0,6.0,1.0,2025-06-03 15:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.9,88,1000.1,15.9,202,17,78.2,36.3,315.0,20.3,10.5,67.0,86,Karachi,16.0,3.0,6.0,1.0,2025-06-03 16:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.8,89,1000.7,15.3,211,20,70.5,35.4,302.0,17.1,9.8,72.0,86,Karachi,17.0,3.0,6.0,1.0,2025-06-03 17:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.6,90,1000.9,14.2,219,28,65.4,34.2,282.0,14.1,9.1,75.0,87,Karachi,18.0,3.0,6.0,1.0,2025-06-03 18:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.5,90,1000.8,11.5,228,40,64.5,32.8,249.0,11.8,8.6,75.0,87,Karachi,19.0,3.0,6.0,1.0,2025-06-03 19:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.2,92,1000.5,10.6,226,34,69.6,32.1,209.0,9.7,8.2,73.0,88,Karachi,20.0,3.0,6.0,1.0,2025-06-03 20:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.0,91,1000.1,10.7,222,48,75.0,31.7,178.0,8.2,8.0,71.0,89,Karachi,21.0,3.0,6.0,1.0,2025-06-03 21:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.0,90,1000.0,11.7,225,30,77.3,31.1,161.0,7.6,8.1,69.0,89,Karachi,22.0,3.0,6.0,1.0,2025-06-03 22:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.0,89,1000.0,12.9,233,29,77.1,30.2,154.0,7.6,8.5,66.0,90,Karachi,23.0,3.0,6.0,1.0,2025-06-03 23:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.0,89,1000.4,13.7,235,20,80.1,28.6,161.0,6.8,7.8,68.0,90,Karachi,0.0,4.0,6.0,2.0,2025-06-04 00:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.6,81,1000.7,12.2,233,7,79.2,28.6,197.0,7.5,9.1,71.0,91,Karachi,1.0,4.0,6.0,2.0,2025-06-04 01:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.1,77,1001.1,14.6,235,34,93.4,30.7,248.0,8.5,10.9,75.0,91,Karachi,2.0,4.0,6.0,2.0,2025-06-04 02:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.8,72,1002.0,15.8,234,37,103.6,31.4,277.0,8.7,12.4,81.0,92,Karachi,3.0,4.0,6.0,2.0,2025-06-04 03:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.7,68,1002.9,15.1,232,22,110.6,32.4,263.0,7.4,13.5,91.0,92,Karachi,4.0,4.0,6.0,2.0,2025-06-04 04:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.6,62,1003.3,16.4,227,54,108.3,32.7,228.0,5.3,14.3,102.0,93,Karachi,5.0,4.0,6.0,2.0,2025-06-04 05:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.8,62,1003.4,18.1,223,58,106.6,32.7,202.0,3.7,14.6,110.0,93,Karachi,6.0,4.0,6.0,2.0,2025-06-04 06:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.0,62,1003.0,18.5,225,45,101.7,31.8,197.0,3.0,13.9,112.0,93,Karachi,7.0,4.0,6.0,2.0,2025-06-04 07:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.4,59,1002.6,18.7,228,51,98.7,30.5,200.0,2.8,12.7,109.0,94,Karachi,8.0,4.0,6.0,2.0,2025-06-04 08:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.5,59,1001.9,18.9,227,65,95.5,28.9,208.0,3.0,11.7,105.0,94,Karachi,9.0,4.0,6.0,2.0,2025-06-04 09:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.6,59,1001.6,18.6,227,63,88.0,26.8,223.0,3.4,11.4,98.0,94,Karachi,10.0,4.0,6.0,2.0,2025-06-04 10:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.2,61,1001.2,18.8,231,56,81.3,24.9,241.0,4.1,11.3,90.0,94,Karachi,11.0,4.0,6.0,2.0,2025-06-04 11:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.7,63,1001.1,18.4,233,54,99.4,28.8,252.0,6.0,12.2,83.0,93,Karachi,12.0,4.0,6.0,2.0,2025-06-04 12:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.9,68,1001.8,15.5,234,6,91.0,27.4,246.0,9.6,12.2,72.0,92,Karachi,13.0,4.0,6.0,2.0,2025-06-04 13:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.4,70,1002.4,15.8,236,49,78.5,25.7,232.0,14.6,12.2,56.0,91,Karachi,14.0,4.0,6.0,2.0,2025-06-04 14:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.0,74,1003.0,14.9,234,48,64.0,25.3,222.0,17.9,12.1,45.0,90,Karachi,15.0,4.0,6.0,2.0,2025-06-04 15:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.6,77,1003.8,15.8,236,28,60.8,25.6,223.0,18.3,11.8,41.0,89,Karachi,16.0,4.0,6.0,2.0,2025-06-04 16:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.3,78,1004.3,15.2,233,31,58.8,25.5,228.0,17.1,11.3,42.0,88,Karachi,17.0,4.0,6.0,2.0,2025-06-04 17:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.1,80,1004.5,14.4,237,34,57.9,24.6,224.0,15.4,10.8,43.0,87,Karachi,18.0,4.0,6.0,2.0,2025-06-04 18:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.0,81,1004.6,11.9,245,36,58.9,23.9,202.0,13.2,10.1,45.0,87,Karachi,19.0,4.0,6.0,2.0,2025-06-04 19:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.6,83,1004.1,11.2,246,14,58.6,22.8,173.0,10.4,9.3,47.0,86,Karachi,20.0,4.0,6.0,2.0,2025-06-04 20:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.5,82,1003.9,10.6,247,37,60.8,22.1,151.0,8.5,8.8,49.0,85,Karachi,21.0,4.0,6.0,2.0,2025-06-04 21:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.5,81,1003.7,11.0,249,35,60.8,21.4,142.0,8.0,8.5,48.0,84,Karachi,22.0,4.0,6.0,2.0,2025-06-04 22:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.4,80,1003.8,11.1,253,28,60.3,21.0,141.0,8.4,8.4,47.0,83,Karachi,23.0,4.0,6.0,2.0,2025-06-04 23:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.3,80,1004.4,10.7,254,13,55.6,19.5,152.0,6.3,7.7,52.0,82,Karachi,0.0,5.0,6.0,3.0,2025-06-05 00:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.6,78,1005.0,10.8,259,20,63.1,21.0,188.0,6.7,9.1,55.0,82,Karachi,1.0,5.0,6.0,3.0,2025-06-05 01:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.0,73,1005.8,12.1,255,26,76.6,23.6,236.0,7.2,10.9,59.0,81,Karachi,2.0,5.0,6.0,3.0,2025-06-05 02:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.8,68,1006.6,12.6,248,15,80.6,23.5,264.0,7.2,12.3,65.0,80,Karachi,3.0,5.0,6.0,3.0,2025-06-05 03:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.6,64,1007.1,13.7,240,55,84.8,24.3,251.0,6.1,12.7,75.0,80,Karachi,4.0,5.0,6.0,3.0,2025-06-05 04:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.3,60,1007.4,14.8,232,96,85.2,24.9,218.0,4.5,12.6,87.0,79,Karachi,5.0,5.0,6.0,3.0,2025-06-05 05:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.6,59,1007.4,14.8,233,76,85.2,25.4,194.0,3.3,12.5,96.0,78,Karachi,6.0,5.0,6.0,3.0,2025-06-05 06:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.4,57,1007.2,14.9,226,31,83.8,25.8,191.0,2.8,12.6,101.0,78,Karachi,7.0,5.0,6.0,3.0,2025-06-05 07:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.6,56,1006.7,14.9,224,8,82.0,25.8,198.0,2.8,12.6,103.0,77,Karachi,8.0,5.0,6.0,3.0,2025-06-05 08:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.7,56,1006.2,15.4,225,4,79.9,25.6,208.0,3.1,12.9,102.0,77,Karachi,9.0,5.0,6.0,3.0,2025-06-05 09:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.6,56,1005.7,15.3,225,4,77.3,25.0,225.0,3.6,13.6,99.0,76,Karachi,10.0,5.0,6.0,3.0,2025-06-05 10:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.2,59,1005.3,14.7,229,4,73.3,24.2,246.0,4.4,14.5,92.0,76,Karachi,11.0,5.0,6.0,3.0,2025-06-05 11:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.7,61,1005.1,13.7,236,3,94.8,29.4,258.0,6.5,15.3,88.0,76,Karachi,12.0,5.0,6.0,3.0,2025-06-05 12:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.2,66,1005.5,12.5,233,6,87.5,27.9,253.0,9.8,14.9,76.0,76,Karachi,13.0,5.0,6.0,3.0,2025-06-05 13:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.5,70,1006.0,12.4,236,12,78.7,26.2,240.0,14.4,14.2,60.0,76,Karachi,14.0,5.0,6.0,3.0,2025-06-05 14:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.1,71,1006.7,11.9,238,8,66.8,25.5,230.0,18.0,13.6,47.0,76,Karachi,15.0,5.0,6.0,3.0,2025-06-05 15:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.9,73,1007.3,11.5,240,13,66.4,25.7,234.0,19.9,13.0,41.0,76,Karachi,16.0,5.0,6.0,3.0,2025-06-05 16:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.5,77,1007.8,10.8,234,54,64.5,25.8,243.0,20.7,12.5,39.0,76,Karachi,17.0,5.0,6.0,3.0,2025-06-05 17:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.3,80,1008.0,11.9,236,14,64.0,25.7,238.0,20.0,11.9,39.0,76,Karachi,18.0,5.0,6.0,3.0,2025-06-05 18:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.1,80,1007.9,11.5,239,19,64.0,25.1,206.0,16.8,11.4,43.0,76,Karachi,19.0,5.0,6.0,3.0,2025-06-05 19:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.8,81,1007.7,10.3,251,21,64.0,23.9,162.0,12.1,10.8,49.0,77,Karachi,20.0,5.0,6.0,3.0,2025-06-05 20:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.7,80,1007.2,9.9,265,36,64.0,23.3,130.0,8.6,10.4,53.0,77,Karachi,21.0,5.0,6.0,3.0,2025-06-05 21:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.6,79,1007.0,11.0,270,22,64.0,23.3,121.0,7.4,10.0,54.0,77,Karachi,22.0,5.0,6.0,3.0,2025-06-05 22:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.6,78,1007.1,11.7,268,21,60.5,22.5,124.0,7.4,9.6,52.0,77,Karachi,23.0,5.0,6.0,3.0,2025-06-05 23:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.4,78,1007.3,11.7,272,7,56.7,21.8,139.0,6.7,10.5,55.0,77,Karachi,0.0,6.0,6.0,4.0,2025-06-06 00:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.5,80,1007.5,10.9,279,26,60.3,23.0,174.0,6.9,11.2,57.0,77,Karachi,1.0,6.0,6.0,4.0,2025-06-06 01:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.2,76,1008.3,12.3,274,24,68.9,24.8,220.0,7.1,12.1,60.0,77,Karachi,2.0,6.0,6.0,4.0,2025-06-06 02:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.3,69,1008.7,13.7,272,32,69.8,25.3,247.0,6.9,12.7,66.0,78,Karachi,3.0,6.0,6.0,4.0,2025-06-06 03:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.3,63,1009.3,14.5,265,100,72.2,26.1,236.0,5.9,12.6,76.0,78,Karachi,4.0,6.0,6.0,4.0,2025-06-06 04:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.8,60,1009.3,14.5,256,86,74.5,27.4,205.0,4.4,12.3,88.0,78,Karachi,5.0,6.0,6.0,4.0,2025-06-06 05:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.6,56,1009.2,15.4,247,60,75.0,28.2,182.0,3.3,12.0,97.0,78,Karachi,6.0,6.0,6.0,4.0,2025-06-06 06:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
33.2,52,1008.9,16.0,247,89,74.5,28.9,177.0,2.8,12.0,101.0,78,Karachi,7.0,6.0,6.0,4.0,2025-06-06 07:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
33.2,54,1008.6,16.3,247,43,72.2,28.5,180.0,2.6,12.0,103.0,79,Karachi,8.0,6.0,6.0,4.0,2025-06-06 08:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
33.1,54,1007.8,16.8,243,29,70.3,27.8,188.0,2.9,12.2,102.0,79,Karachi,9.0,6.0,6.0,4.0,2025-06-06 09:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.7,56,1007.2,17.2,244,1,68.0,26.8,204.0,3.5,12.7,98.0,79,Karachi,10.0,6.0,6.0,4.0,2025-06-06 10:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
32.2,59,1006.9,17.9,242,40,65.7,25.8,225.0,4.4,13.3,91.0,79,Karachi,11.0,6.0,6.0,4.0,2025-06-06 11:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
31.4,62,1006.6,17.5,243,40,69.2,25.8,240.0,6.0,13.4,84.0,79,Karachi,12.0,6.0,6.0,4.0,2025-06-06 12:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.9,62,1007.0,17.1,243,40,65.0,25.0,242.0,9.4,13.2,74.0,79,Karachi,13.0,6.0,6.0,4.0,2025-06-06 13:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.2,67,1007.0,16.4,246,40,62.4,24.7,238.0,13.9,13.0,59.0,79,Karachi,14.0,6.0,6.0,4.0,2025-06-06 14:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.7,69,1007.5,15.7,250,40,56.9,24.9,232.0,17.1,12.6,49.0,79,Karachi,15.0,6.0,6.0,4.0,2025-06-06 15:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.4,70,1008.1,15.2,256,40,58.9,25.3,228.0,17.6,12.0,46.0,79,Karachi,16.0,6.0,6.0,4.0,2025-06-06 16:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.3,72,1008.4,14.6,261,40,60.3,25.5,223.0,16.8,11.3,47.0,79,Karachi,17.0,6.0,6.0,4.0,2025-06-06 17:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.9,75,1008.3,14.2,263,2,62.2,25.6,211.0,15.3,10.5,49.0,78,Karachi,18.0,6.0,6.0,4.0,2025-06-06 18:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.6,77,1007.9,13.7,269,5,63.8,25.3,185.0,13.2,9.6,52.0,78,Karachi,19.0,6.0,6.0,4.0,2025-06-06 19:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.3,79,1007.5,13.2,275,14,65.4,24.9,153.0,10.5,8.7,55.0,79,Karachi,20.0,6.0,6.0,4.0,2025-06-06 20:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.0,81,1007.0,13.2,277,25,65.4,24.2,130.0,8.3,8.0,58.0,79,Karachi,21.0,6.0,6.0,4.0,2025-06-06 21:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.0,81,1006.6,14.1,275,41,63.3,23.3,120.0,7.1,7.6,59.0,79,Karachi,22.0,6.0,6.0,4.0,2025-06-06 22:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.0,80,1006.7,14.6,275,23,62.2,22.8,118.0,6.4,7.4,60.0,79,Karachi,23.0,6.0,6.0,4.0,2025-06-06 23:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
27.9,80,1006.7,15.3,273,20,61.2,22.4,129.0,6.6,7.7,59.0,79,Karachi,0.0,7.0,6.0,5.0,2025-06-07 00:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.1,81,1007.4,14.9,269,18,61.7,22.6,165.0,7.0,8.8,61.0,79,Karachi,1.0,7.0,6.0,5.0,2025-06-07 01:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
28.6,78,1008.0,16.4,269,14,75.2,24.9,213.0,7.5,10.3,65.0,79,Karachi,2.0,7.0,6.0,5.0,2025-06-07 02:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
29.6,71,1008.6,17.3,271,27,75.9,24.9,242.0,7.4,11.6,70.0,79,Karachi,3.0,7.0,6.0,5.0,2025-06-07 03:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
30.6,65,1008.9,17.8,268,18,76.1,25.5,232.0,6.3,12.5,79.0,79,Karachi,4.0,7.0,6.0,5.0,2025-06-07 04:00:00+00:00,21.07,60.0,1010.0,1.54,4.0,51.23,122.65,0.06,0.2,142.01
